,금융회사,상품명,세전이자율,세후이자율,세후이자(예시),최고우대금리,이자계산방식,기간,비교 공시일,담당부서 및 연락처,우대조건,가입대상.1,가입방법,만기후 이자율,기타유의사항,등급,cluster_km,우대사항정리,급여이체,마케팅동의,자동이체,카드실적,최초거래,주택청약,비대면,영업점,해당은행,이체횟수,만기,변동금리,이벤트,기타,나이,환경,신혼,반려인,직장인,여행
329,오성저축은행,정기예금,2.60%,2.20%,"685,526",2.60%,복리,36개월,2023-10-13,"여신팀,054-452-7861",없음,제한없음,영업점,"1개월이하-약정금리와 만기일 기준금리 중 낮은금리 
1개월 초과 -보통예금 금리",없음,3,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
330,오성저축은행,정기예금,2.60%,2.20%,"659,880",2.60%,단리,36개월,2023-10-13,"여신팀,054-452-7861",없음,제한없음,영업점,"1개월이하-약정금리와 만기일 기준금리 중 낮은금리 
1개월 초과 -보통예금 금리",없음,3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
331,라온저축은행,정기예금,2.50%,2.12%,"658,189",2.50%,복리,36개월,2023-11-10,기획총무팀 070-5020-2906,- 수성지점가입시 0.3% 우대금리적용(1년),제한없음,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",최소금액 10만원이상,5,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
332,라온저축은행,정기예금,2.50%,2.12%,"634,500",2.50%,단리,36개월,2023-11-10,기획총무팀 070-5020-2906,- 수성지점가입시 0.3% 우대금리적용(1년),제한없음,영업점,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",최소금액 10만원이상,5,7,우대사항없음,,,,,,,,,,,,,,,,,,,,
333,라온저축은행,정기예금 비대면,2.50%,2.12%,"634,500",2.50%,단리,36개월,2023-10-12,기획총무팀 070-5020-2906,-,제한없음,온라인,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",최소금액 10만원이상,5,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
334,라온저축은행,정기예금 비대면,2.50%,2.12%,"658,189",2.50%,복리,36개월,2023-10-12,기획총무팀 070-5020-2906,-,제한없음,온라인,"- 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용
- 만기 후 1개월 초과: 보통예금 이율",최소금액 10만원이상,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
335,세람상호저축은행,자동연장 정기예금,2.50%,2.12%,"658,189",2.50%,복리,36개월,2023-11-07,"기획팀, 031-822-1623",없음,제한없음,영업점,"1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리 
1개월 초과: 0.10% (보통예금 이율)",없음,2,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
336,세람상호저축은행,자동연장 정기예금,2.50%,2.12%,"634,500",2.50%,단리,36개월,2023-11-07,"기획팀, 031-822-1623",없음,제한없음,영업점,"1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리 
1개월 초과: 0.10% (보통예금 이율)",없음,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
337,엔에이치저축은행,정기예금,2.50%,2.12%,"634,500",2.50%,단리,36개월,2023-11-07,"고객문의 1588-5191, (공시)기획총무부",없음,제한없음,영업점,"-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",없음,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
338,엔에이치저축은행,정기예금,2.50%,2.12%,"658,189",2.50%,복리,36개월,2023-11-07,"고객문의 1588-5191, (공시)기획총무부",없음,제한없음,영업점,"-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리
-1개월 초과: 지급일 당시 보통예금 이율",없음,2,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
339,조은저축은행,정기예금(여수지점),2.50%,2.12%,"658,189",2.50%,복리,36개월,2023-11-02,"(재무팀,0222600758)",없음,제한없음,영업점,"- 1개월이내 해지: 만기시 동일상품 동일계약기간의 신규약정금리
'- 1개월초과 이후 해지: 보통예금 이율",없음,4,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
340,조은저축은행,정기예금(여수지점),2.50%,2.12%,"634,500",2.50%,단리,36개월,2023-11-02,"(재무팀,0222600758)",없음,제한없음,영업점,"- 1개월이내 해지: 만기시 동일상품 동일계약기간의 신규약정금리
'- 1개월초과 이후 해지: 보통예금 이율",없음,4,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
341,케이비저축은행,KB e-plus 정기예금,2.50%,2.12%,"658,189",2.50%,복리,36개월,2023-11-07,"영업추진부, 0221468265",없음,제한없음,온라인,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 3~36개월 가입가능
- 가입금액 : 100만원이상",4,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
342,케이비저축은행,KB e-plus 정기예금,2.50%,2.12%,"634,500",2.50%,단리,36개월,2023-11-07,"영업추진부, 0221468265",없음,제한없음,온라인,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 3~36개월 가입가능
- 가입금액 : 100만원이상",4,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
343,오케이저축은행,OK e-정기예금,2.50%,2.12%,"658,189",2.50%,복리,36개월,2023-10-31,경영기획부 02-3704-9856 수신 금리문의 : 1899-7979,없음,제한없음,온라인,"만기 후 1개월 이하: 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율
만기 후 1개월 초과: 연0.1%",-,3,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
344,오케이저축은행,OK e-정기예금,2.50%,2.12%,"634,500",2.50%,단리,36개월,2023-10-31,경영기획부 02-3704-9856 수신 금리문의 : 1899-7979,없음,제한없음,온라인,"만기 후 1개월 이하: 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율
만기 후 1개월 초과: 연0.1%",-,3,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
345,오케이저축은행,OK정기예금,2.50%,2.12%,"658,189",2.50%,복리,36개월,2023-10-31,경영기획부 02-3704-9856 수신 금리문의 : 1899-7979,없음,제한없음,영업점,"만기 후 1개월 이하 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율, 만기 후 1개월 초과 시 부터 0.1%",-,3,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
346,오케이저축은행,OK정기예금,2.50%,2.12%,"634,500",2.50%,단리,36개월,2023-10-31,경영기획부 02-3704-9856 수신 금리문의 : 1899-7979,없음,제한없음,영업점,"만기 후 1개월 이하 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율, 만기 후 1개월 초과 시 부터 0.1%",-,3,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
347,세람상호저축은행,정기예금,2.40%,2.03%,"630,931",2.40%,복리,36개월,2023-11-07,"기획팀, 031-822-1623",없음,제한없음,영업점,"1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리 
1개월 초과: 보통예금 금리",없음,2,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
348,세람상호저축은행,정기예금,2.40%,2.03%,"609,120",2.40%,단리,36개월,2023-11-07,"기획팀, 031-822-1623",없음,제한없음,영업점,"1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리 
1개월 초과: 보통예금 금리",없음,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
349,세람상호저축은행,정기예금(비대면),2.40%,2.03%,"609,120",2.40%,단리,36개월,2023-11-07,"기획팀, 031-822-1623",없음,제한없음,온라인,"1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리 
1개월 초과: 보통예금 금리",없음,2,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
350,세람상호저축은행,정기예금(비대면),2.40%,2.03%,"630,931",2.40%,복리,36개월,2023-11-07,"기획팀, 031-822-1623",없음,제한없음,온라인,"1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리 
1개월 초과: 보통예금 금리",없음,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
351,세람상호저축은행,e-정기예금,2.40%,2.03%,"630,931",2.40%,복리,36개월,2023-11-07,"기획팀, 031-822-1623",없음,제한없음,온라인,"1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리 
1개월 초과: 보통예금 금리",없음,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
352,세람상호저축은행,e-정기예금,2.40%,2.03%,"609,120",2.40%,단리,36개월,2023-11-07,"기획팀, 031-822-1623",없음,제한없음,온라인,"1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리 
1개월 초과: 보통예금 금리",없음,2,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
353,제이티저축은행,정기예금,2.40%,2.03%,"609,120",2.50%,단리,36개월,2023-10-24,경영관리팀 0317880634,-자동만기연장 가입 등 0.1% 금리우대 (12개월이상),제한없음,영업점,"-1개월 이내 : 예치시점 약정금리
-1개월 초과 : 0.1%",현금IC카드 발급 불가 상품,5,7,* 만기 : 0.1% [1년 이상 자동만기연장 가입],,,,,,,,,,,0.1%,,,,,,,,,
354,제이티저축은행,정기예금,2.40%,2.03%,"630,931",2.50%,복리,36개월,2023-10-24,경영관리팀 0317880634,-자동만기연장 가입 등 0.1% 금리우대 (12개월이상),제한없음,영업점,"-1개월 이내 : 예치시점 약정금리
-1개월 초과 : 0.1%",현금IC카드 발급 불가 상품,5,4,* 만기 : 0.1% [1년 이상 자동만기연장 가입],,,,,,,,,,,0.1%,,,,,,,,,
355,제이티저축은행,e-정기예금,2.40%,2.03%,"609,120",2.40%,단리,36개월,2023-10-24,경영관리팀 0317880634,없음,제한없음,온라인,"-1개월 이내 : 예치시점 약정금리
-1개월 초과 : 0.1%",현금IC카드 발급 불가 상품,5,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
356,제이티저축은행,e-정기예금,2.40%,2.03%,"630,931",2.40%,복리,36개월,2023-10-24,경영관리팀 0317880634,없음,제한없음,온라인,"-1개월 이내 : 예치시점 약정금리
-1개월 초과 : 0.1%",현금IC카드 발급 불가 상품,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
357,케이비저축은행,정기예금,2.40%,2.03%,"630,931",2.50%,복리,36개월,2023-11-07,"영업추진부, 0221468265","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제",제한없음,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 3~36개월 가입가능
- 가입금액 : 100만원이상",4,4,"* 비대면 : 0.1% [인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시(단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제)]",,,,,,,0.1%,,,,,,,,,,,,,
358,케이비저축은행,정기예금,2.40%,2.03%,"609,120",2.50%,단리,36개월,2023-11-07,"영업추진부, 0221468265","- 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용. 단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제",제한없음,영업점,"- 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율
- 1개월초과 : 보통예금이율","- 3~36개월 가입가능
- 가입금액 : 100만원이상",4,7,"* 비대면 : 0.1% [인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시(단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제)]",,,,,,,0.1%,,,,,,,,,,,,,
359,대백저축은행,애플정기예금,2.00%,1.69%,"522,689",2.00%,복리,36개월,2023-11-07,"총무부,053-742-3301",-,제한없음,온라인,"1개월이내-약정이율과 현행이율중 낮은이율
1개월 초과-보통예금이율(0.2%)",해당없음,5,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
360,대백저축은행,애플정기예금,2.00%,1.69%,"507,600",2.00%,단리,36개월,2023-11-07,"총무부,053-742-3301",-,제한없음,온라인,"1개월이내-약정이율과 현행이율중 낮은이율
1개월 초과-보통예금이율(0.2%)",해당없음,5,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
361,대백저축은행,정기예금,2.00%,1.69%,"522,689",2.00%,복리,36개월,2023-11-07,"총무부,053-742-3301",-,제한없음,영업점,"1개월이내-약정이율과 현행이율중 낮은이율
1개월 초과-보통예금이율(0.2%)",해당없음,5,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
362,대백저축은행,정기예금,2.00%,1.69%,"507,600",2.00%,단리,36개월,2023-11-07,"총무부,053-742-3301",-,제한없음,영업점,"1개월이내-약정이율과 현행이율중 낮은이율
1개월 초과-보통예금이율(0.2%)",해당없음,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
363,신한저축은행,정기예금,1.80%,1.52%,"456,840",1.80%,단리,36개월,2023-10-31,공시담당: 전략기획부 02-2229-4019 예금문의: 1644-7777 대출문의: 1800-3651,없음,제한없음,영업점,"- 1개월 이내 : 약정금리
- 1개월 초과 : 보통예금금리","- 이자지급방식 : 단리식(매월지급), 복리식(만기일시지급)
- 해지방법 : 영업점 방문 또는 인터넷홈페이지/모바일앱에 접속하여 해약",2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
364,신한저축은행,정기예금,1.80%,1.52%,"469,038",1.80%,복리,36개월,2023-10-31,공시담당: 전략기획부 02-2229-4019 예금문의: 1644-7777 대출문의: 1800-3651,없음,제한없음,영업점,"- 1개월 이내 : 약정금리
- 1개월 초과 : 보통예금금리","- 이자지급방식 : 단리식(매월지급), 복리식(만기일시지급)
- 해지방법 : 영업점 방문 또는 인터넷홈페이지/모바일앱에 접속하여 해약",2,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
365,신한저축은행,e-정기예금,1.80%,1.52%,"469,038",1.80%,복리,36개월,2023-10-31,공시담당: 전략기획부 02-2229-4019 예금문의: 1644-7777 대출문의: 1800-3651,없음,개인,온라인,"- 1개월 이내 : 약정금리
- 1개월 초과 : 보통예금금리","- 이자지급방식 : 단리식(매월지급), 복리식(만기일시지급)
- 가입방법 : 인터넷홈페이지
- 해지방법 : 인터넷홈페이지/모바일앱에 접속하여 해약
- e-정기예금, s-정기예금, e-더드림정기예금, s-더드림정기예금 1인당 통합 한도 5억",2,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
366,신한저축은행,e-정기예금,1.80%,1.52%,"456,840",1.80%,단리,36개월,2023-10-31,공시담당: 전략기획부 02-2229-4019 예금문의: 1644-7777 대출문의: 1800-3651,없음,개인,온라인,"- 1개월 이내 : 약정금리
- 1개월 초과 : 보통예금금리","- 이자지급방식 : 단리식(매월지급), 복리식(만기일시지급)
- 가입방법 : 인터넷홈페이지
- 해지방법 : 인터넷홈페이지/모바일앱에 접속하여 해약
- e-정기예금, s-정기예금, e-더드림정기예금, s-더드림정기예금 1인당 통합 한도 5억",2,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
367,신한저축은행,s-정기예금,1.80%,1.52%,"469,038",1.80%,복리,36개월,2023-10-31,공시담당: 전략기획부 02-2229-4019 예금문의: 1644-7777 대출문의: 1800-3651,없음,개인,온라인,"- 1개월 이내 : 약정금리
- 1개월 초과 : 보통예금금리","- 이자지급방식 : 단리식(매월지급), 복리식(만기일시지급)
- 가입방법 : 모바일앱
- 해지방법 : 인터넷홈페이지/모바일앱에 접속하여 해약
- e-정기예금, s-정기예금, e-더드림정기예금, s-더드림정기예금 1인당 통합 한도 5억
- 2023.02.13 smart-정기예금에서 s-정기예금으로 상품명 변경",2,9,우대사항없음,,,,,,,,,,,,,,,,,,,,
368,신한저축은행,s-정기예금,1.80%,1.52%,"456,840",1.80%,단리,36개월,2023-10-31,공시담당: 전략기획부 02-2229-4019 예금문의: 1644-7777 대출문의: 1800-3651,없음,개인,온라인,"- 1개월 이내 : 약정금리
- 1개월 초과 : 보통예금금리","- 이자지급방식 : 단리식(매월지급), 복리식(만기일시지급)
- 가입방법 : 모바일앱
- 해지방법 : 인터넷홈페이지/모바일앱에 접속하여 해약
- e-정기예금, s-정기예금, e-더드림정기예금, s-더드림정기예금 1인당 통합 한도 5억
- 2023.02.13 smart-정기예금에서 s-정기예금으로 상품명 변경",2,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
369,머스트삼일저축은행,자유적립예금,1.60%,1.35%,"406,080",1.60%,단리,36개월,2021-09-08,경영관리팀 0542754060,없음,제한없음,영업점,"- 만기후 1개월 이내 : 1.2%
- 만기후 1개월 초과 : 연0.2%",없음,5,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
370,스타저축은행,스타e_정기예금,1.00%,0.85%,"253,800",1.00%,단리,36개월,2023-11-13,융자부 0632776611,없음,제한없음,온라인,"*만기후 1개월이하: 최초 약정이율과 만기시점 이율 중 낮은 금리 적용,
만기후 1개월 초과: 보통예금 금리 적용",없음,3,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
