,금융회사,상품명,적립방식,세전이자율,세후이자율,세후이자(예시),최고우대금리,실질이자율,이자계산방식,기간,비교 공시일,담당부서 및 연락처,우대조건,가입대상.1,가입방법,만기후 이자율,기타유의사항,등급,cluster_num,우대사항정리,급여이체,마케팅동의,자동이체,카드실적,최초거래,주택청약,비대면,영업점,해당은행,이체횟수,만기,변동금리,이벤트,기타,나이,환경,신혼,반려인,직장인,여행
1616,애큐온저축은행,정기예금,,4.10%,3.47%,"1,105,277",4.20%,,복리,36개월,2023-11-13,ESG경영팀 0234852434,인터넷뱅킹 가입: 연 0.05% 폰뱅킹 가입: 연 0.05% 모바일뱅킹 가입: 연0.10%,제한없음,모두가능,"만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",가입금액 1백만원이상,4,4,* 비대면 : 0.05% [모바일시 0.05% 가산],,,,,,,0.05%,,,,,,,,,,,,,
1617,웰컴저축은행,웰뱅 회전 e-정기예금,,4.10%,3.47%,"1,040,580",4.10%,,단리,36개월,2023-11-13,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀",-,제한없음,온라인,"- 만기 후 1개월 이하 : 마지막 회전주기의 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",인터넷뱅킹 전용상품,2,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
1618,웰컴저축은행,웰뱅 회전 e-정기예금,,4.10%,3.47%,"1,105,277",4.10%,,복리,36개월,2023-11-13,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀",-,제한없음,온라인,"- 만기 후 1개월 이하 : 마지막 회전주기의 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",인터넷뱅킹 전용상품,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
1619,웰컴저축은행,웰뱅 회전 m-정기예금,,4.10%,3.47%,"1,105,277",4.10%,,복리,36개월,2023-11-13,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀",-,제한없음,온라인,"- 만기 후 1개월 이하 : 마지막 회전주기의 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",스마트(모바일)뱅킹 전용상품,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
1620,웰컴저축은행,웰뱅 회전 m-정기예금,,4.10%,3.47%,"1,040,580",4.10%,,단리,36개월,2023-11-13,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀",-,제한없음,온라인,"- 만기 후 1개월 이하 : 마지막 회전주기의 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",스마트(모바일)뱅킹 전용상품,2,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
1621,웰컴저축은행,웰뱅 회전 정기예금,,4.10%,3.47%,"1,040,580",4.10%,,단리,36개월,2023-11-13,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀",-,제한없음,영업점,"- 만기 후 1개월 이하 : 마지막 회전주기의 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",영업점 전용상품,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
1622,웰컴저축은행,웰뱅 회전 정기예금,,4.10%,3.47%,"1,105,277",4.10%,,복리,36개월,2023-11-13,"예적금문의 16619400, 대출문의 16610001 공시담당 : 디지털금융기획팀",-,제한없음,영업점,"- 만기 후 1개월 이하 : 마지막 회전주기의 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용
(만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리)
- 만기 후 1개월 초과 : 연 0.1%",영업점 전용상품,2,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
1623,유안타저축은행,회전정기예금 (변동금리),,4.10%,3.47%,"1,105,277",4.10%,,복리,36개월,2023-10-25,"경영지원팀, 02-6022-3745",없음,제한없음,영업점,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,2,5,우대사항없음,,,,,,,,,,,,,,,,,,,,
1624,유안타저축은행,회전정기예금 (변동금리),,4.10%,3.47%,"1,040,580",4.10%,,단리,36개월,2023-10-25,"경영지원팀, 02-6022-3745",없음,제한없음,영업점,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,2,1,우대사항없음,,,,,,,,,,,,,,,,,,,,
1625,유안타저축은행,e-회전정기예금 (변동금리),,4.10%,3.47%,"1,040,580",4.10%,,단리,36개월,2023-10-25,"경영지원팀, 02-6022-3745",없음,제한없음,온라인,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,2,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
1626,유안타저축은행,e-회전정기예금 (변동금리),,4.10%,3.47%,"1,105,277",4.10%,,복리,36개월,2023-10-25,"경영지원팀, 02-6022-3745",없음,제한없음,온라인,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
1627,유안타저축은행,SB톡톡 회전정기예금 (비대면),,4.10%,3.47%,"1,040,580",4.10%,,단리,36개월,2023-10-25,"경영지원팀, 02-6022-3745",없음,제한없음,온라인,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,2,6,우대사항없음,,,,,,,,,,,,,,,,,,,,
1628,유안타저축은행,SB톡톡 회전정기예금 (비대면),,4.10%,3.47%,"1,105,277",4.10%,,복리,36개월,2023-10-25,"경영지원팀, 02-6022-3745",없음,제한없음,온라인,"만기후 1개월이하:
약정금리와 현행금리 중 낮은 금리
만기후 1개월초과:
현행 보통예금금리",없음,2,2,우대사항없음,,,,,,,,,,,,,,,,,,,,
1629,키움저축은행,회전식정기예금 (1년단위 변동금리상품),,4.10%,3.47%,"1,105,277",4.10%,,복리,36개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 12개월 정기예금금리 + 우대금리 0.1%로 자동연장되는 변동금리상품(1년단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",제한없음,영업점,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기12개월)",3,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
1630,키움저축은행,회전식정기예금 (1년단위 변동금리상품),,4.10%,3.47%,"1,040,580",4.10%,,단리,36개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 12개월 정기예금금리 + 우대금리 0.1%로 자동연장되는 변동금리상품(1년단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",제한없음,영업점,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기12개월)",3,7,우대사항없음,,,,,,,,,,,,,,,,,,,,
1631,키움저축은행,회전식정기예금 (1년단위 변동금리상품)(분당지점 창구전용),,4.10%,3.47%,"1,040,580",4.10%,,단리,36개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 12개월 정기예금금리 + 우대금리 0.1%로 자동연장되는 변동금리상품(1년단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",분당지점방문고객(타지점불가),영업점,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기12개월)",3,7,우대사항없음,,,,,,,,,,,,,,,,,,,,
1632,키움저축은행,회전식정기예금 (1년단위 변동금리상품)(분당지점 창구전용),,4.10%,3.47%,"1,105,277",4.10%,,복리,36개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 12개월 정기예금금리 + 우대금리 0.1%로 자동연장되는 변동금리상품(1년단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",분당지점방문고객(타지점불가),영업점,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기12개월)",3,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
1633,중소기업은행,1석7조통장(정기예금),,4.07%,3.44%,"1,032,960",4.07%,,단리,36개월,2023-11-14,고객 문의 1566-2566,없음,"실명의 개인
(개인사업자 제외)",온라인,만기일 당시 정기예금 만기후 이자율 적용 -1개월 이내: 만기일 당시 계약기간별 고시금리×50% -1월 초과 6개월 이내: 만기일 당시 계약기간별 고시금리×30% -6개월 초과: 만기일 당시 계약기간별 고시금리×20%,"계좌 수 제한 없으며, 최소 1백만원 이상 납입한도 제한 없음",1,3,우대사항없음,,,,,,,,,,,,,,,,,,,,
1634,광주은행,미즈월복리정기예금,,4.02%,3.40%,"1,082,425",4.22%,,복리,36개월,2023-11-14,영업추진부 수신지원팀 062-239-5206 여신지원팀 062-239-6509 카드사업부 062-239-6107 *실제 상담은 인근영업점이나 당행 콜센터(1588-3388)로 문의,"▶ 최고우대금리 0.2% ① 요구불평잔 : 0.2% -300만원이상 0.1%, 500만원이상 0.2% ② 신용(체크)카드결제실적 : 0.1% -전월결제금 300만원이상 0.05%, 500만원이상 0.1%",만18세이상 여성으로 실명의 개인 및 개인사업자,,"*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 
*만기후 1개월 초과: 0.01%","1. 가입기간 : 1년이상 3년제
2. 가입금액 : 5백만원이상 최고 50백만원",1,8,"* 해당은행 : 0.1% [요구불평잔 300만원이상, 500만원 이상시 0.1% 가산]
* 카드실적 : 0.05% [전월결제금 300만원이상, 500만원이상시 0.05% 가산]",,,,0.05%,,,,,0.1%,,,,,,,,,,,
1635,주식회사 카카오뱅크,카카오뱅크 정기예금,,4.00%,3.38%,"1,015,200",4.00%,,단리,36개월,2023-11-10,수신팀 1599-3333 여신팀 1599-3333,※복잡한 우대조건 없이 가입가능한 정기예금,만 17세 이상의 실명의 개인,온라인,"- 만기 후 1개월 이내 : 가입(또는 자동연장)시점 기본금리x50%
- 만기 후 1개월초과 3개월 이내 : 가입(또는 자동연장)시점 기본금리x30%
- 만기 후 3개월 초과 : 0.20%","1. 가입방법 : 스마트폰
2. 가입금액 : 100만원 이상(원단위)
3. 가입기간 : 1개월 이상 ~ 36개월 이하(월, 일단위 지정 가능)",1,8,우대사항없음,,,,,,,,,,,,,,,,,,,,
1636,키움저축은행,비대면 회전식정기예금 (6개월단위 변동금리상품),,4.00%,3.38%,"1,076,720",4.00%,,복리,36개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 6개월 정기예금금리로 자동연장되는 변동금리상품(6개월단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",제한없음,온라인,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기
6개월)",3,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
1637,키움저축은행,비대면 회전식정기예금 (6개월단위 변동금리상품),,4.00%,3.38%,"1,015,200",4.00%,,단리,36개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 6개월 정기예금금리로 자동연장되는 변동금리상품(6개월단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",제한없음,온라인,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기
6개월)",3,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
1638,키움저축은행,회전식정기예금 (6개월단위 변동금리상품),,4.00%,3.38%,"1,076,720",4.00%,,복리,36개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 6개월 정기예금금리로 자동연장되는 변동금리상품(6개월단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",제한없음,영업점,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기
6개월)",3,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
1639,키움저축은행,회전식정기예금 (6개월단위 변동금리상품),,4.00%,3.38%,"1,015,200",4.00%,,단리,36개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 6개월 정기예금금리로 자동연장되는 변동금리상품(6개월단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",제한없음,영업점,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기
6개월)",3,7,우대사항없음,,,,,,,,,,,,,,,,,,,,
1640,키움저축은행,회전식정기예금 (6개월단위 변동금리상품) (분당지점 창구전용),,4.00%,3.38%,"1,076,720",4.00%,,복리,36개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 6개월 정기예금금리로 자동연장되는 변동금리상품(6개월단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",분당지점방문고객(타지점불가),영업점,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기
6개월)",3,4,우대사항없음,,,,,,,,,,,,,,,,,,,,
1641,키움저축은행,회전식정기예금 (6개월단위 변동금리상품) (분당지점 창구전용),,4.00%,3.38%,"1,015,200",4.00%,,단리,36개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 6개월 정기예금금리로 자동연장되는 변동금리상품(6개월단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",분당지점방문고객(타지점불가),영업점,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기
6개월)",3,7,우대사항없음,,,,,,,,,,,,,,,,,,,,
1642,키움저축은행,SB톡톡 회전식정기예금 (비대면) (6개월단위 변동금리상품),,4.00%,3.38%,"1,076,720",4.00%,,복리,36개월,2023-08-30,경영지원팀 1670-0077 예적금문의 1670-0077,"*회전시점 고시된 6개월 정기예금금리로 자동연장되는 변동금리상품(6개월단위 확정금리). 중도해지시 충족한 회전기간은 약정이율, 미충족기간에 대해서만 중도해지 이율 적용.",제한없음,온라인,"-만기후 1개월 이내
최종회전금리 또는 만기시 동일상품 신규금리 중 낮은 이율
-만기후 1개월 초과
연 0.2% (신규시점의 보통예금 금리)","*계약기간
36개월
(회전주기
6개월)",3,0,우대사항없음,,,,,,,,,,,,,,,,,,,,
